Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,Region,State,City,Product_Category,Product,Quantity,Unit_Price,Discount,Sales,Payment_Method,Order_Status,Salesperson
ORD00151,2024-07-21,CUST0227,Ravi Gupta,Male,21.0,North,Delhi,New Delhi,Electronics,Laptop,1,50709.16,10,45638.24,Cash,Delivered,Priya Gupta
ORD00152,2025-05-08,CUST0050,Karthik Singh,Male,61.0,South,Andhra Pradesh,Vijayawada,Groceries,Snacks,5,173.82,10,782.19,UPI,Delivered,Ravi Gupta
ORD00153,2024-06-22,CUST0047,Naveen Gupta,Male,46.0,North,Delhi,New Delhi,Electronics,Laptop,1,56711.16,0,56711.16,UPI,Returned,Rohan Nair
ORD00154,2024-07-12,CUST0162,Ravi Kumar,Male,55.0,West,Maharashtra,Mumbai,Clothing,Sneakers,1,3140.87,10,2826.78,UPI,Delivered,Swathi Kumar
ORD00155,2025-02-27,CUST0142,Rahul Singh,Male,30.0,South,Andhra Pradesh,Vijayawada,Electronics,Headphones,2,2688.61,5,5108.36,Credit Card,Delivered,Vikram Kumar
ORD00156,2024-12-28,CUST0233,Ravi Das,Male,58.0,South,Tamil Nadu,Madurai,Home Appliances,Mixer Grinder,2,3669.45,10,6605.01,Cash,Delivered,Rohan Iyer
ORD00157,2024-06-16,CUST0108,Rohan Das,Female,62.0,West,Gujarat,Ahmedabad,Clothing,Jacket,1,2777.87,20,2222.3,Debit Card,Delivered,Pooja Kumar
ORD00158,2025-12-27,CUST0177,Naveen Singh,Female,19.0,North,Rajasthan,Jaipur,Groceries,Snacks,1,183.93,0,183.93,Debit Card,Delivered,Arun Singh
ORD00159,2024-04-14,CUST0202,Priya Patel,Female,27.0,South,Tamil Nadu,Madurai,Clothing,Sneakers,6,3150.97,5,17960.53,Credit Card,Delivered,Rohan Nair
ORD00160,2024-09-14,CUST0081,Ravi Patel,Male,62.0,South,Karnataka,Bengaluru,Electronics,Headphones,4,2512.0,15,8540.8,Credit Card,Returned,Karthik Reddy
ORD00161,2025-03-04,CUST0073,Divya Rao,Female,61.0,North,Rajasthan,Jaipur,Furniture,Office Chair,1,7364.87,20,5891.9,Debit Card,Delivered,Rahul Patel
ORD00162,2025-11-09,CUST0290,Karthik Iyer,Male,18.0,East,Bihar,Patna,Home Appliances,Air Fryer,3,6366.02,10,17188.25,UPI,Delivered,Isha Patel
ORD00163,2025-07-29,CUST0176,Isha Das,Female,18.0,South,Karnataka,Bengaluru,Furniture,Bookshelf,2,5123.11,10,9221.6,UPI,Delivered,Vikram Sharma
ORD00164,2025-03-23,CUST0234,Rohan Sharma,Male,32.0,West,Goa,Panaji,Groceries,Tea,8,245.37,0,1962.96,Credit Card,Delivered,Meena Reddy
ORD00165,2024-03-17,CUST0059,Naveen Singh,Male,49.0,North,Delhi,New Delhi,Groceries,Snacks,2,178.39,25,267.58,UPI,Delivered,Ananya Reddy
ORD00166,2025-02-19,CUST0109,Rohan Rao,Male,63.0,South,Tamil Nadu,Chennai,Clothing,Dress,4,2317.44,10,8342.78,Debit Card,Delivered,Neha Iyer
ORD00167,2024-09-29,CUST0099,Swathi Das,Male,41.0,West,Maharashtra,Mumbai,Clothing,Dress,2,2244.43,10,4039.97,Debit Card,Delivered,Karthik Iyer
ORD00168,2024-09-23,CUST0173,Naveen Nair,Male,28.0,West,Goa,Panaji,Groceries,Snacks,3,172.16,25,387.36,Credit Card,Returned,Karthik Kumar
ORD00169,2025-08-04,CUST0183,Ananya Nair,Female,41.0,North,Delhi,New Delhi,Groceries,Coffee,8,482.34,10,3472.85,Credit Card,Delivered,Amit Gupta
ORD00170,2024-12-30,CUST0163,Pooja Gupta,Male,62.0,South,Tamil Nadu,Chennai,Groceries,Tea,2,263.1,15,447.27,Credit Card,Delivered,Vikram Kumar
ORD00171,2025-12-20,CUST0114,Amit Patel,Female,59.0,East,Bihar,Patna,Furniture,Bookshelf,2,5509.18,10,9916.52,Debit Card,Returned,Pooja Sharma
ORD00172,2025-05-02,CUST0030,Vijay Patel,Female,42.0,South,Tamil Nadu,Madurai,Electronics,Laptop,4,59316.81,5,225403.88,Debit Card,Returned,Naveen Reddy
ORD00173,2024-09-21,CUST0290,Kavya Singh,Male,55.0,South,Kerala,Kochi,Home Appliances,Mixer Grinder,4,3693.72,10,13297.39,UPI,Delivered,Sneha Patel
ORD00174,2025-10-18,CUST0162,Meena Nair,Male,19.0,North,Delhi,New Delhi,Groceries,Cooking Oil,1,149.78,20,119.82,Debit Card,Delivered,Naveen Sharma
ORD00175,2025-10-31,CUST0269,Rohan Reddy,Male,42.0,South,Andhra Pradesh,Vijayawada,Electronics,Headphones,1,2533.3,20,2026.64,UPI,Delivered,Vikram Iyer
ORD00176,2025-02-15,CUST0053,Naveen Nair,Female,21.0,West,Maharashtra,Pune,Furniture,Sofa,3,26081.56,15,66507.98,UPI,Delivered,Sneha Sharma
ORD00177,2025-03-16,CUST0241,Swathi Nair,Female,40.0,West,Gujarat,Ahmedabad,Furniture,Study Table,5,9319.28,5,44266.58,Credit Card,Delivered,Sneha Gupta
ORD00178,2025-11-04,CUST0100,Swathi Patel,Male,23.0,South,Karnataka,Bengaluru,Home Appliances,Water Purifier,8,14731.84,0,117854.72,Credit Card,Delivered,Neha Patel
ORD00179,2024-01-23,CUST0213,Amit Reddy,Female,61.0,South,Tamil Nadu,Coimbatore,Electronics,Tablet,2,18382.21,15,31249.76,UPI,Delivered,Ananya Gupta
ORD00180,2025-06-23,CUST0041,Rahul Sharma,Female,52.0,South,Kerala,Kochi,Clothing,Jacket,3,2597.59,5,7403.13,Credit Card,Returned,Vijay Gupta
ORD00181,2024-04-09,CUST0109,Suresh Sharma,Male,25.0,South,Kerala,Kochi,Home Appliances,Microwave,1,9226.59,10,0.0,Debit Card,Cancelled,Swathi Patel
ORD00182,2024-08-14,CUST0013,Vikram Nair,Female,61.0,South,Karnataka,Bengaluru,Electronics,Smartwatch,4,5711.25,20,18276.0,UPI,Delivered,Meena Reddy
ORD00183,2024-06-30,CUST0024,Amit Gupta,Female,43.0,East,Odisha,Bhubaneswar,Electronics,Smartwatch,8,5550.16,15,37741.09,Debit Card,Delivered,Isha Iyer
ORD00184,2025-11-04,CUST0134,Vijay Reddy,Male,24.0,North,Rajasthan,Jaipur,Electronics,Smartwatch,10,5640.53,0,56405.3,UPI,Delivered,Neha Reddy
ORD00185,2025-03-31,CUST0045,Ananya Das,Male,58.0,North,Rajasthan,Jaipur,Groceries,Tea,1,265.94,15,226.05,Net Banking,Delivered,Priya Iyer
ORD00186,2025-06-23,CUST0278,Ravi Kumar,Male,61.0,North,Punjab,Amritsar,Groceries,Rice,1,904.43,15,768.77,Debit Card,Delivered,Meena Patel
ORD00187,2025-07-17,CUST0102,Naveen Gupta,Female,43.0,South,Kerala,Kochi,Clothing,Sneakers,2,3289.15,5,6249.38,UPI,Delivered,Karthik Singh
ORD00188,2024-10-03,CUST0046,Karthik Nair,Male,39.0,North,Rajasthan,Jaipur,Electronics,Laptop,8,55261.01,5,419983.68,Debit Card,Delivered,Kavya Rao
ORD00189,2024-11-26,CUST0050,Amit Nair,Male,21.0,South,Andhra Pradesh,Vijayawada,Clothing,Dress,2,2339.98,15,3977.97,Net Banking,Delivered,Pooja Das
ORD00190,2024-06-02,CUST0260,Neha Patel,Female,51.0,North,Uttar Pradesh,Lucknow,Clothing,Sneakers,2,3167.74,10,5701.93,Debit Card,Delivered,Amit Reddy
ORD00191,2025-03-02,CUST0039,Vikram Singh,Female,39.0,East,Odisha,Bhubaneswar,Home Appliances,Water Purifier,5,14611.72,5,69405.67,Cash,Delivered,Neha Gupta
ORD00192,2024-11-17,CUST0055,Sneha Nair,Male,46.0,North,Punjab,Amritsar,Furniture,Sofa,1,28601.95,5,27171.85,Credit Card,Delivered,Suresh Rao
ORD00193,2025-02-07,CUST0117,,Female,44.0,East,Odisha,Bhubaneswar,Furniture,Bookshelf,8,5495.31,10,39566.23,UPI,Delivered,Vikram Sharma
ORD00194,2025-02-07,CUST0116,Meena Gupta,Male,18.0,East,West Bengal,Kolkata,Clothing,Jacket,2,2955.58,20,0.0,UPI,Cancelled,Priya Das
ORD00195,2024-04-18,CUST0188,Vijay Iyer,Female,57.0,South,Kerala,Kochi,Furniture,Bookshelf,3,5436.2,5,0.0,Credit Card,Cancelled,Kavya Singh
ORD00196,2025-07-11,CUST0271,Rahul Reddy,Male,64.0,North,Punjab,Amritsar,Clothing,Sneakers,1,3074.72,5,2920.98,Cash,Delivered,Sneha Singh
ORD00197,2024-10-05,CUST0069,Ravi Gupta,Female,23.0,North,Punjab,Amritsar,Furniture,Sofa,1,29683.96,10,26715.56,UPI,Delivered,Meena Das
ORD00198,2024-02-07,CUST0239,Ravi Reddy,Female,47.0,South,Andhra Pradesh,Vijayawada,Electronics,Smartwatch,1,5521.41,15,4693.2,UPI,Returned,Pooja Patel
ORD00199,2024-09-28,CUST0059,Meena Rao,Male,51.0,South,Andhra Pradesh,Vijayawada,Furniture,Sofa,10,29139.03,5,276820.78,Debit Card,Delivered,Ravi Kumar
ORD00200,2024-04-11,CUST0241,Arun Gupta,Male,34.0,East,Odisha,Bhubaneswar,Clothing,T-Shirt,3,677.21,15,1726.89,Net Banking,Delivered,Priya Das
ORD00201,2025-04-21,CUST0073,Suresh Nair,Male,20.0,South,Tamil Nadu,Madurai,Home Appliances,Microwave,4,9520.83,5,0.0,UPI,Cancelled,Vikram Iyer
ORD00202,2025-02-22,CUST0078,Arun Sharma,Male,21.0,West,Maharashtra,Mumbai,Furniture,Sofa,4,29050.31,5,110391.18,Credit Card,Delivered,Rohan Nair
ORD00203,2025-04-27,CUST0147,Neha Rao,Female,48.0,West,Maharashtra,Mumbai,Clothing,Dress,3,2276.9,20,5464.56,UPI,Delivered,Priya Das
ORD00204,2024-05-03,CUST0113,Neha Reddy,Male,44.0,North,Delhi,New Delhi,Home Appliances,Air Fryer,5,7001.18,10,31505.31,Credit Card,Delivered,Divya Kumar
ORD00205,2025-03-25,CUST0047,Vijay Singh,Female,37.0,West,Goa,Panaji,Furniture,Bookshelf,2,5133.85,5,9754.32,Debit Card,Delivered,Naveen Iyer
ORD00206,2025-07-22,CUST0218,Meena Kumar,Male,22.0,South,Tamil Nadu,Madurai,Home Appliances,Water Purifier,1,13502.39,5,12827.27,Net Banking,Delivered,Ravi Reddy
ORD00207,2024-07-26,CUST0002,Meena Nair,Female,60.0,South,Karnataka,Bengaluru,Furniture,Bookshelf,3,5125.16,10,13837.93,,Delivered,Naveen Nair
ORD00208,2024-05-13,CUST0207,Meena Gupta,Female,65.0,South,Tamil Nadu,Chennai,Electronics,Smartwatch,2,5608.41,10,10095.14,Credit Card,Delivered,Ananya Sharma
ORD00209,2024-09-04,CUST0278,Ananya Sharma,Male,62.0,East,West Bengal,Kolkata,Electronics,Laptop,1,58913.68,15,0.0,Credit Card,Cancelled,Vikram Singh
ORD00210,2024-09-18,CUST0176,Divya Kumar,Male,44.0,East,West Bengal,Kolkata,Furniture,Office Chair,1,7770.87,10,6993.78,Credit Card,Delivered,Rahul Singh
ORD00211,2024-02-12,CUST0041,Meena Sharma,Female,57.0,North,Rajasthan,Jaipur,Home Appliances,Vacuum Cleaner,2,8803.89,0,17607.78,Debit Card,Delivered,Naveen Singh
ORD00212,2024-11-09,CUST0161,Amit Sharma,Male,27.0,South,Tamil Nadu,Chennai,Electronics,Tablet,1,19184.16,5,18224.95,Net Banking,Delivered,Rohan Singh
ORD00213,2025-11-21,CUST0209,Ravi Nair,Female,56.0,East,West Bengal,Kolkata,Home Appliances,Air Fryer,3,6752.6,15,17219.13,UPI,Delivered,Arun Nair
ORD00214,2025-11-10,CUST0114,Amit Reddy,Female,35.0,East,Odisha,Bhubaneswar,Home Appliances,Water Purifier,2,14837.14,10,0.0,Cash,Cancelled,Amit Rao
ORD00215,2024-01-03,CUST0242,Arun Nair,Male,65.0,South,Karnataka,Bengaluru,Clothing,Dress,2,2033.97,5,3864.54,Credit Card,Delivered,Vikram Rao
ORD00216,2024-05-19,CUST0283,Meena Iyer,Male,41.0,East,Odisha,Bhubaneswar,Groceries,Snacks,5,178.45,15,758.41,Debit Card,Delivered,Kavya Iyer
ORD00217,2024-01-06,CUST0109,,Male,22.0,East,Odisha,Bhubaneswar,Furniture,Study Table,2,8613.77,5,16366.16,Debit Card,Returned,Vikram Iyer
ORD00218,2025-05-09,CUST0112,Suresh Kumar,Female,38.0,West,Maharashtra,Pune,Furniture,Office Chair,1,7708.37,0,7708.37,Debit Card,Delivered,Divya Sharma
ORD00219,2024-04-24,CUST0162,Ravi Rao,Female,31.0,South,Andhra Pradesh,Vijayawada,Electronics,Laptop,2,57045.24,20,91272.38,UPI,Delivered,Naveen Nair
ORD00220,2025-04-25,CUST0019,Rahul Rao,Male,59.0,South,Andhra Pradesh,Vijayawada,Electronics,Smartwatch,3,6466.8,10,17460.36,UPI,Delivered,Swathi Sharma
ORD00221,2024-10-21,CUST0128,Vikram Iyer,Male,43.0,West,Maharashtra,Pune,Clothing,Dress,3,2064.62,10,5574.47,Net Banking,Delivered,Vijay Rao
ORD00222,2025-02-19,CUST0282,,Female,26.0,West,Maharashtra,Mumbai,Home Appliances,Mixer Grinder,5,3597.02,10,0.0,Credit Card,Cancelled,Arun Gupta
ORD00223,2025-03-04,CUST0271,,Male,57.0,East,West Bengal,Kolkata,Clothing,Jacket,2,2814.15,10,0.0,UPI,Cancelled,Pooja Sharma
ORD00224,2024-03-22,CUST0045,Naveen Singh,Female,59.0,South,Andhra Pradesh,Vijayawada,Clothing,T-Shirt,4,738.97,10,2660.29,UPI,Returned,Rohan Patel
ORD00225,2025-02-17,CUST0235,Priya Kumar,Male,48.0,South,Tamil Nadu,Madurai,Home Appliances,Vacuum Cleaner,2,8802.92,15,14964.96,Cash,Delivered,Naveen Gupta
ORD00226,2024-12-20,CUST0211,Neha Iyer,Female,45.0,West,Maharashtra,Mumbai,Clothing,Dress,3,2147.27,15,5475.54,Credit Card,Delivered,Vikram Iyer
ORD00227,2025-03-20,CUST0269,Amit Nair,Male,57.0,West,Maharashtra,Mumbai,Clothing,Sneakers,5,3221.32,15,13690.61,UPI,Delivered,Sneha Sharma
ORD00228,2025-10-19,CUST0224,Vikram Nair,Female,20.0,West,Goa,Panaji,Home Appliances,Air Fryer,1,6060.05,15,5151.04,Net Banking,Delivered,Arun Reddy
ORD00229,2024-12-05,CUST0204,Arun Das,Male,39.0,North,Delhi,New Delhi,Clothing,Jeans,3,1680.62,15,4285.58,UPI,Delivered,Rahul Reddy
ORD00230,2024-04-13,CUST0077,Divya Sharma,Female,28.0,North,Uttar Pradesh,Lucknow,Clothing,T-Shirt,6,743.47,5,4237.78,Cash,Returned,Divya Singh
ORD00231,2024-09-09,CUST0269,Vikram Patel,Male,38.0,East,West Bengal,Kolkata,Home Appliances,Water Purifier,5,15114.69,5,71794.78,Debit Card,Delivered,Amit Reddy
ORD00232,2025-03-17,CUST0003,Pooja Reddy,Female,27.0,South,Andhra Pradesh,Vijayawada,Electronics,Smartphone,4,27144.12,0,108576.48,Credit Card,Delivered,Ananya Patel
ORD00233,2025-11-25,CUST0028,Karthik Reddy,Female,29.0,West,Maharashtra,Pune,Electronics,Laptop,1,55852.3,20,44681.84,Credit Card,Returned,Vikram Rao
ORD00234,2024-03-15,CUST0277,Neha Reddy,Male,42.0,North,Delhi,New Delhi,Clothing,Jacket,5,2738.37,20,10953.48,Debit Card,Delivered,Meena Nair
ORD00235,2025-03-09,CUST0112,Arun Iyer,Male,32.0,South,Karnataka,Bengaluru,Furniture,Sofa,1,28357.17,10,25521.45,Cash,Returned,Isha Nair
ORD00236,2025-06-21,CUST0075,Sneha Das,Female,37.0,West,Goa,Panaji,Groceries,Snacks,1,182.09,5,172.99,UPI,Returned,Sneha Rao
ORD00237,2024-06-29,CUST0215,Ravi Patel,Male,54.0,South,Karnataka,Bengaluru,Groceries,Tea,1,264.52,20,211.62,Net Banking,Delivered,Naveen Iyer
ORD00238,2024-12-15,CUST0011,Priya Sharma,Male,51.0,West,Gujarat,Ahmedabad,Home Appliances,Vacuum Cleaner,2,8412.14,5,15983.07,Credit Card,Delivered,Swathi Nair
ORD00239,2024-12-25,CUST0110,Sneha Das,Male,56.0,East,Bihar,Patna,Electronics,Headphones,10,2366.41,0,23664.1,Credit Card,Delivered,Ananya Singh
ORD00240,2025-10-03,CUST0031,Amit Reddy,Male,27.0,South,Andhra Pradesh,Vijayawada,Groceries,Cooking Oil,2,169.34,0,338.68,Credit Card,Delivered,Kavya Das
ORD00241,2024-06-29,CUST0184,Priya Gupta,Male,42.0,West,Goa,Panaji,Electronics,Laptop,2,59261.26,5,112596.39,Credit Card,Delivered,Rohan Das
ORD00242,2024-03-22,CUST0208,Ravi Nair,Female,24.0,North,Uttar Pradesh,Lucknow,Furniture,Bed,10,33994.34,5,322946.23,UPI,Delivered,Pooja Sharma
ORD00243,2024-07-06,CUST0270,Ananya Iyer,Female,30.0,South,Karnataka,Bengaluru,Furniture,Bed,6,33627.42,10,181588.07,Debit Card,Delivered,Divya Nair
ORD00244,2025-02-25,CUST0200,Sneha Gupta,Female,49.0,East,West Bengal,Kolkata,Electronics,Smartwatch,2,5910.29,20,9456.46,Debit Card,Delivered,Rahul Kumar
ORD00245,2025-05-01,CUST0013,Suresh Rao,Female,37.0,North,Delhi,New Delhi,Home Appliances,Vacuum Cleaner,3,8119.89,5,0.0,Credit Card,Cancelled,Vikram Nair
ORD00246,2024-11-23,CUST0264,Naveen Iyer,Male,45.0,South,Tamil Nadu,Chennai,Furniture,Office Chair,2,7184.5,20,11495.2,Debit Card,Returned,Pooja Iyer
ORD00247,2025-08-28,CUST0149,Pooja Iyer,Female,36.0,West,Maharashtra,Pune,Clothing,Dress,4,2164.05,15,7357.77,Debit Card,Delivered,Ravi Singh
ORD00248,2024-02-13,CUST0227,Amit Sharma,Male,49.0,West,Gujarat,Ahmedabad,Electronics,Smartwatch,2,6338.86,20,10142.18,UPI,Returned,Arun Gupta
ORD00249,2025-11-13,CUST0273,Arun Rao,Female,38.0,West,Goa,Panaji,Groceries,Coffee,2,471.7,5,896.23,Cash,Delivered,Divya Nair
ORD00250,2024-05-28,CUST0115,Priya Das,Female,45.0,South,Kerala,Kochi,Home Appliances,Air Fryer,3,6786.25,5,19340.81,Credit Card,Delivered,Divya Patel
ORD00251,2024-02-27,CUST0269,Isha Rao,Female,58.0,South,Karnataka,Bengaluru,Home Appliances,Water Purifier,6,14535.51,5,82852.41,UPI,Delivered,Kavya Patel
ORD00252,2025-04-04,CUST0208,Swathi Singh,Male,44.0,South,Tamil Nadu,Madurai,Electronics,Headphones,5,2335.6,25,8758.5,UPI,Delivered,Pooja Das
ORD00253,2024-03-13,CUST0282,Isha Das,Female,20.0,West,Goa,Panaji,Furniture,Bed,2,32007.77,5,60814.76,UPI,Delivered,Rahul Rao
ORD00254,2025-03-09,CUST0140,Ananya Iyer,Male,65.0,East,West Bengal,Kolkata,Electronics,Smartwatch,5,5759.48,15,0.0,UPI,Cancelled,Priya Patel
ORD00255,2024-05-22,CUST0250,Kavya Singh,Female,42.0,South,Tamil Nadu,Chennai,Groceries,Coffee,1,466.91,10,420.22,UPI,Delivered,Karthik Nair
ORD00256,2025-07-05,CUST0242,Meena Gupta,Female,25.0,East,Bihar,Patna,Electronics,Headphones,8,2628.39,10,18924.41,Cash,Delivered,Karthik Rao
ORD00257,2025-03-24,CUST0188,Rohan Iyer,Male,25.0,West,Gujarat,Ahmedabad,Furniture,Bookshelf,10,5248.93,0,52489.3,UPI,Delivered,Ravi Iyer
ORD00258,2025-07-05,CUST0101,Naveen Kumar,Male,59.0,East,West Bengal,Kolkata,Electronics,Smartphone,1,25996.39,15,22096.93,Credit Card,Delivered,Naveen Kumar
ORD00259,2025-08-12,CUST0262,Rahul Das,Female,44.0,South,Tamil Nadu,Madurai,Furniture,Office Chair,2,7150.87,0,14301.74,Debit Card,Delivered,Rahul Nair
ORD00260,2025-07-24,CUST0242,Swathi Singh,Female,31.0,North,Uttar Pradesh,Lucknow,Home Appliances,Mixer Grinder,3,3744.78,5,10672.62,Cash,Delivered,Vijay Iyer
ORD00261,2024-05-01,CUST0044,Sneha Das,Female,34.0,West,Gujarat,Ahmedabad,Groceries,Coffee,4,460.67,5,1750.55,Net Banking,Delivered,Swathi Kumar
ORD00262,2024-07-05,CUST0208,Pooja Singh,Male,45.0,West,Goa,Panaji,Furniture,Study Table,3,8680.46,5,24739.31,Credit Card,Delivered,Priya Patel
ORD00263,2024-05-04,CUST0286,Meena Nair,Female,22.0,South,Tamil Nadu,Madurai,Electronics,Tablet,5,16704.62,10,75170.79,Debit Card,Delivered,Vijay Sharma
ORD00264,2025-09-09,CUST0146,Naveen Das,Female,26.0,North,Delhi,New Delhi,Clothing,Jeans,1,1499.55,15,1274.62,UPI,Delivered,Isha Nair
ORD00265,2025-02-19,CUST0214,Divya Patel,Female,37.0,South,Tamil Nadu,Madurai,Clothing,Jeans,1,1722.46,25,1291.84,Credit Card,Delivered,Amit Rao
ORD00266,2024-05-04,CUST0175,Karthik Singh,Female,47.0,South,Karnataka,Bengaluru,Electronics,Laptop,2,53279.53,0,106559.06,Debit Card,Delivered,Priya Das
ORD00267,2024-11-29,CUST0116,Pooja Sharma,Male,28.0,West,Maharashtra,Mumbai,Home Appliances,Microwave,1,8846.07,0,8846.07,UPI,Delivered,Suresh Iyer
ORD00268,2025-06-13,CUST0187,Pooja Nair,Female,60.0,South,Andhra Pradesh,Vijayawada,Groceries,Coffee,1,480.74,5,456.7,UPI,Delivered,Pooja Rao
ORD00269,2025-12-03,CUST0063,Sneha Kumar,Male,34.0,West,Maharashtra,Mumbai,Clothing,Jeans,1,1609.05,10,1448.14,UPI,Delivered,Sneha Reddy
ORD00270,2024-03-11,CUST0180,Karthik Patel,Male,64.0,South,Karnataka,Bengaluru,Furniture,Bed,3,30911.11,5,88096.66,Credit Card,Delivered,Rohan Rao
ORD00271,2024-08-11,CUST0272,Swathi Reddy,Female,47.0,South,Kerala,Kochi,Home Appliances,Vacuum Cleaner,3,8818.11,5,25131.61,Credit Card,Delivered,Priya Nair
ORD00272,2024-11-30,CUST0148,Ravi Singh,Male,22.0,South,Andhra Pradesh,Vijayawada,Furniture,Sofa,1,26257.89,10,0.0,UPI,Cancelled,Amit Reddy
ORD00273,2025-05-04,CUST0159,Rahul Gupta,Male,48.0,South,Karnataka,Bengaluru,Electronics,Smartphone,1,27751.49,10,24976.34,UPI,Delivered,Priya Singh
ORD00274,2024-03-28,CUST0129,Amit Iyer,Male,24.0,West,Maharashtra,Pune,Furniture,Office Chair,3,7673.83,0,23021.49,UPI,Delivered,Swathi Kumar
ORD00275,2025-02-13,CUST0296,Swathi Patel,Male,59.0,East,West Bengal,Kolkata,Clothing,Dress,4,2113.07,20,6761.82,Net Banking,Delivered,Priya Kumar
ORD00276,2024-12-26,CUST0042,Naveen Reddy,Female,62.0,North,Punjab,Amritsar,Electronics,Smartwatch,2,6257.84,5,11889.9,Debit Card,Delivered,Isha Sharma
ORD00277,2025-06-05,CUST0226,Pooja Singh,Male,19.0,South,Tamil Nadu,Chennai,Groceries,Cooking Oil,3,157.73,0,473.19,Credit Card,Delivered,Ananya Das
ORD00278,2024-10-06,CUST0110,Kavya Reddy,Female,31.0,West,Maharashtra,Pune,Clothing,Jeans,1,1699.94,10,1529.95,Cash,Delivered,Neha Nair
ORD00279,2025-06-13,CUST0294,Rahul Iyer,Male,33.0,South,Karnataka,Bengaluru,Groceries,Snacks,6,188.42,15,960.94,UPI,Delivered,Ananya Reddy
ORD00280,2025-06-10,CUST0044,Vikram Gupta,Male,61.0,North,Uttar Pradesh,Lucknow,Furniture,Sofa,2,28739.45,10,51731.01,Debit Card,Delivered,Suresh Singh
ORD00281,2024-07-08,CUST0288,Sneha Singh,Female,26.0,North,Punjab,Amritsar,Home Appliances,Air Fryer,1,6720.62,5,6384.59,Credit Card,Delivered,Priya Reddy
ORD00282,2024-12-09,CUST0054,Pooja Patel,Female,,West,Maharashtra,Mumbai,Furniture,Office Chair,2,7015.97,0,14031.94,Cash,Returned,Naveen Kumar
ORD00283,2024-12-29,CUST0204,Isha Singh,Female,21.0,West,Maharashtra,Mumbai,Groceries,Snacks,4,176.1,15,598.74,Credit Card,Delivered,Rohan Nair
ORD00284,2024-02-12,CUST0211,Sneha Singh,Female,43.0,South,Tamil Nadu,Madurai,Electronics,Smartwatch,4,5815.23,10,20934.83,UPI,Delivered,Amit Gupta
ORD00285,2025-02-14,CUST0011,Divya Sharma,Male,23.0,South,Tamil Nadu,Madurai,Home Appliances,Air Fryer,3,6546.12,5,18656.44,UPI,Delivered,Divya Kumar
ORD00286,2024-11-19,CUST0154,Divya Patel,Female,63.0,West,Maharashtra,Mumbai,Groceries,Tea,1,265.75,0,265.75,Debit Card,Returned,Pooja Gupta
ORD00287,2025-09-25,CUST0011,Ravi Iyer,Female,45.0,East,West Bengal,Kolkata,Home Appliances,Mixer Grinder,8,3571.75,20,22859.2,Credit Card,Delivered,Rohan Kumar
ORD00288,2024-03-19,CUST0110,Rohan Nair,Male,64.0,West,Maharashtra,Pune,Electronics,Smartwatch,10,5953.67,5,56559.86,Debit Card,Delivered,Isha Rao
ORD00289,2025-01-15,CUST0230,Isha Kumar,Male,51.0,South,Tamil Nadu,Chennai,Groceries,Rice,8,849.81,10,6118.63,UPI,Delivered,Ananya Nair
ORD00290,2025-09-26,CUST0299,Kavya Gupta,Male,46.0,South,Tamil Nadu,Chennai,Electronics,Smartphone,5,28344.88,5,0.0,UPI,Cancelled,Naveen Singh
ORD00291,2024-03-06,CUST0108,Neha Singh,Female,24.0,West,Gujarat,Ahmedabad,Groceries,Cooking Oil,2,160.06,5,304.11,Debit Card,Delivered,Suresh Nair
ORD00292,2024-02-02,CUST0229,Neha Nair,Female,56.0,North,Punjab,Amritsar,Home Appliances,Air Fryer,3,6583.87,20,15801.29,Net Banking,Delivered,Neha Iyer
ORD00293,2025-11-13,CUST0210,Neha Nair,Male,50.0,South,Tamil Nadu,Madurai,Electronics,Smartphone,3,27466.66,0,82399.98,Cash,Delivered,Amit Singh
ORD00294,2025-05-17,CUST0185,Pooja Iyer,Female,45.0,South,Karnataka,Bengaluru,Furniture,Bed,1,30557.05,20,24445.64,UPI,Delivered,Vikram Gupta
ORD00295,2024-05-02,CUST0266,Naveen Patel,Male,64.0,South,Andhra Pradesh,Vijayawada,Electronics,Tablet,4,18067.4,5,68656.12,Cash,Delivered,Rohan Patel
ORD00296,2024-07-13,CUST0009,Kavya Reddy,Male,32.0,West,Gujarat,Ahmedabad,Electronics,Smartwatch,1,5544.78,10,4990.3,Debit Card,Delivered,Priya Gupta
ORD00297,2024-11-01,CUST0012,Vikram Rao,Female,31.0,East,West Bengal,Kolkata,Clothing,T-Shirt,2,709.99,10,1277.98,UPI,Delivered,Amit Nair
ORD00298,2024-04-01,CUST0179,Naveen Gupta,Male,37.0,North,Rajasthan,Jaipur,Electronics,Tablet,1,17383.39,15,14775.88,Credit Card,Delivered,Ananya Gupta
ORD00299,2024-03-06,CUST0175,Neha Sharma,Female,28.0,South,Tamil Nadu,Madurai,Groceries,Snacks,1,168.39,0,168.39,Cash,Delivered,Vijay Reddy
ORD00300,2025-03-15,CUST0275,Swathi Iyer,Male,50.0,North,Uttar Pradesh,Lucknow,Home Appliances,Vacuum Cleaner,2,8677.78,15,14752.23,Cash,Delivered,Isha Kumar
ORD00301,2025-10-23,CUST0016,Pooja Patel,Male,63.0,East,Bihar,Patna,Electronics,Headphones,2,2570.3,10,4626.54,UPI,Delivered,Sneha Reddy
